Ticker Symbol,Proper Name,ETF Issuer,Asset Class,ETF Launch,ETF Last Expense Ratio,ETF AUM,ETF Focus,ETF Niche,ETF Segment Name,ETF Strategy ,ETF Strategy Cluster,ETF Strategy Group,ETF Selection Criteria,ETF Weighting Scheme
DUST,Direxion Daily Gold Miners Index Bear 2x Shares,Rafferty Asset Management,Equity,12/08/2010,107.0,"87,789,281.4",Materials,Gold Miners,Inverse Equity: Global Gold Miners,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
DVAL,BrandywineGLOBAL - Dynamic US Large Cap Value,Franklin Templeton,Equity,10/31/2022,49.0,"147,967,229.3",Large Cap,Value,Equity: U.S.  -  Large Cap Value,Active,Active,Active,Proprietary,Proprietary
DVLU,First Trust Dorsey Wright Momentum & Value,First Trust,Equity,09/05/2018,60.0,#N/A,Total Market,Broad-based,Equity: U.S.  -  Total Market,Multi-factor,Hybrid,Strategic,Multi-Factor,Fundamental
DVND,Touchstone Dividend Select,Western & Southern Mutual Holding Co.,Equity,08/02/2022,67.0,"28,846,550.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
DVOL,First Trust Dorsey Wright Momentum & Low Volatility,First Trust,Equity,09/05/2018,60.0,#N/A,Total Market,Broad-based,Equity: U.S.  -  Total Market,Technical,Technical,Strategic,Technical,Volatility
DVY,iShares Select Dividend,Blackrock,Equity,11/03/2003,38.0,"19,176,371,384.3",High Dividend Yield,Broad-based,Equity: U.S.  -  High Dividend Yield,Dividends,Bottom-up,Strategic,Dividends,Dividends
DVYA,iShares Asia/Pacific Dividend,Blackrock,Equity,02/23/2012,49.0,"39,805,920.0",High Dividend Yield,Broad-based,Equity: Developed Asia-Pacific - High Dividend Yield,Dividends,Bottom-up,Strategic,Dividends,Dividends
DVYE,iShares Emerging Markets Dividend,Blackrock,Equity,02/23/2012,49.0,"621,601,500.0",High Dividend Yield,Broad-based,Equity: Emerging Markets - High Dividend Yield,Fundamental,Bottom-up,Strategic,Fundamental,Dividends
DWAS,Invesco Dorsey Wright SmallCap Momentum,Invesco,Equity,07/19/2012,60.0,"716,578,920.0",Small Cap,Broad-based,Equity: U.S.  -  Small Cap,Momentum,Technical,Strategic,Momentum,Tiered
DWAT,Arrow DWA Tactical: Macro,Arrow Funds,Asset Allocation,10/01/2014,181.0,"3,087,000.0",Target Outcome,Capital Appreciation,Asset Allocation: Global - Target Outcome ,Active,Active,Active,Proprietary,Proprietary
DWAW,AdvisorShares Dorsey Wright FSM All Cap World,AdvisorShares,Equity,12/26/2019,128.0,"85,416,589.4",Total Market,Broad-based,Equity: Global  -  Total Market,Active,Active,Active,Proprietary,Proprietary
DWCR,Arrow DWA Tactical: International,Arrow Funds,Equity,12/29/2017,113.0,"8,319,000.0",Total Market,Broad-based,Equity: Global Ex-U.S.  -  Total Market,Momentum,Technical,Strategic,Momentum,Equal
DWLD,Davis Select Worldwide,Davis Advisers,Equity,01/11/2017,62.0,"263,364,191.4",Total Market,Broad-based,Equity: Global  -  Total Market,Active,Active,Active,Proprietary,Proprietary
DWM,WisdomTree International Equity Fund,WisdomTree,Equity,06/16/2006,48.0,"579,414,200.0",Total Market,Broad-based,Equity: Developed Markets Ex-North America  -  Total Market,Dividends,Bottom-up,Strategic,Dividends,Dividends
DWMC,AdvisorShares Dorsey Wright Micro-Cap,AdvisorShares,Equity,07/10/2018,125.0,"4,931,695.5",Small Cap,Broad-based,Equity: U.S.  -  Small Cap,Active,Active,Active,Proprietary,Proprietary
DWMF,WisdomTree International Multifactor Fund,WisdomTree,Equity,08/10/2018,38.0,"39,936,800.0",Total Market,Broad-based,Equity: Developed Markets Ex-North America  -  Total Market,Active,Active,Active,Proprietary,Proprietary
DWSH,AdvisorShares Dorsey Wright Short,AdvisorShares,Equity,07/10/2018,277.0,"25,036,892.1",Large Cap,Broad-based,Inverse Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
DWUS,AdvisorShares Dorsey Wright FSM US Core,AdvisorShares,Equity,12/26/2019,117.0,"90,102,675.7",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
DWX,SPDR S&P International Dividend,State Street,Equity,02/12/2008,45.0,"540,678,301.1",High Dividend Yield,Broad-based,Equity: Global Ex-U.S.  -  High Dividend Yield,Dividends,Bottom-up,Strategic,Dividends,Dividends
DXD,ProShares UltraShort Dow30,ProShares,Equity,07/11/2006,95.0,"90,115,068.2",Large Cap,Broad-based,Inverse Equity: U.S.  -  Large Cap,Price-weighted,Arbitrary Weighting,Idiosyncratic,Committee,Price
DXGE,WisdomTree Germany Hedged Equity Fund,WisdomTree,Equity,10/17/2013,48.0,"19,753,525.0",Total Market,Broad-based,Equity: Germany  -  Total Market,Fundamental,Bottom-up,Strategic,Fundamental,Dividends
DXJ,WisdomTree Japan Hedged Equity Fund,WisdomTree,Equity,06/16/2006,48.0,"2,801,103,500.0",Total Market,Broad-based,Equity: Japan  -  Total Market,Fundamental,Bottom-up,Strategic,Fundamental,Dividends
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,WisdomTree,Equity,06/28/2013,58.0,"50,859,180.0",Small Cap,Broad-based,Equity: Japan  -  Small Cap,Dividends,Bottom-up,Strategic,Dividends,Dividends
DYLD,LeaderShares Dynamic Yield,Redwood,Fixed Income,06/28/2021,75.0,"107,767,000.0",Broad Credit,Broad Maturities,"Fixed Income: Global - Broad Market, Broad-based",Active,Active,Active,Proprietary,Proprietary
DYLG,Global X Dow 30 Covered Call & Growth,"Mirae Asset Global Investments Co., Ltd.",Equity,07/25/2023,60.0,"2,543,636.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Buy-write,Technical,Strategic,Fixed,Fixed
DYNF,BlackRock U.S. Equity Factor Rotation,Blackrock,Equity,03/19/2019,30.0,"32,147,762.5",Total Market,Broad-based,Equity: U.S.  -  Total Market,Active,Active,Active,Proprietary,Proprietary
DYTA,SGI Dynamic Tactical,"Summit Global Investments, LLC",Equity,03/30/2023,95.0,"110,415,000.0",Total Market,Broad-based,Equity: Global  -  Total Market,Active,Active,Active,Proprietary,Proprietary
DZZ,DB Gold Double Short Exchange Traded Notes,Deutsche Bank,Commodities,02/27/2008,75.0,"4,612,683.8",Gold,Optimized,Inverse Commodities: Precious Metals Gold,Optimized commodity,Technical,Strategic,Single Asset,Single Asset
EAFD,Simplify Developed Ex-US PLUS Downside Convexity,Simplify,Equity,01/10/2022,32.0,"16,044,619.4",Total Market,Broad-based,Equity: Developed Markets Ex-North America  -  Total Market,Active,Active,Active,Proprietary,Proprietary
EAGG,iShares ESG Aware US Aggregate Bond,Blackrock,Fixed Income,10/18/2018,10.0,"3,079,109,860.0",Investment Grade,Broad Maturities,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade",ESG,Social Criteria,Idiosyncratic,Principles-based,Principles-based
EAOA,iShares ESG Aware Aggressive Allocation,Blackrock,Asset Allocation,06/12/2020,18.0,"24,519,510.4",Target Risk,Aggressive,Asset Allocation: Global - Target Risk ,ESG,Social Criteria,Idiosyncratic,Principles-based,Fixed
EAOK,iShares ESG Aware Conservative Allocation,Blackrock,Asset Allocation,06/12/2020,18.0,"7,230,005.1",Target Risk,Conservative,Asset Allocation: Global - Target Risk ,ESG,Social Criteria,Idiosyncratic,Principles-based,Fixed
EAOM,iShares ESG Aware Moderate Allocation,Blackrock,Asset Allocation,06/12/2020,18.0,"5,085,939.4",Target Risk,Moderate,Asset Allocation: Global - Target Risk ,ESG,Social Criteria,Idiosyncratic,Principles-based,Fixed
EAOR,iShares ESG Aware Growth Allocation,Blackrock,Asset Allocation,06/12/2020,18.0,"16,762,495.2",Target Outcome,Capital Appreciation,Asset Allocation: Global - Target Outcome ,ESG,Social Criteria,Idiosyncratic,Principles-based,Fixed
EAPR,Innovator Emerging Markets Power Buffer - April,Innovator,Equity,04/01/2021,89.0,"64,978,000.0",Total Market,Broad-based,Equity: Emerging Markets  -  Total Market,Buy-write,Technical,Strategic,Fixed,Fixed
EASG,Xtrackers MSCI EAFE ESG Leaders Equity,Deutsche Bank,Equity,09/06/2018,14.0,"43,183,027.9",Total Market,Broad-based,Equity: Developed Markets Ex-North America  -  Total Market,ESG,Social Criteria,Idiosyncratic,Principles-based,Tiered
EATV,VegTech Plant-based Innovation & Climate,VegTech LLC,Equity,12/28/2021,75.0,"5,679,795.0",Theme,Agriculture,Equity: Global Agriculture,Active,Active,Active,Proprietary,Proprietary
EATZ,AdvisorShares Restaurant,AdvisorShares,Equity,04/20/2021,99.0,"2,534,500.0",Consumer Discretionary,"Hotels, Restaurants & Leisure","Equity: U.S. Hotels, Restaurants & Leisure",Active,Active,Active,Proprietary,Proprietary
EBIZ,Global X E-Commerce,"Mirae Asset Global Investments Co., Ltd.",Equity,11/27/2018,50.0,"61,336,141.8",Theme,Digital Economy,Equity: Global Digital Economy,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EBLU,Ecofin Global Water ESG Fund,Tortoise,Equity,02/15/2017,40.0,"49,083,600.0",Theme,Water,Equity: Developed Markets Water,ESG,Social Criteria,Idiosyncratic,Principles-based,Tiered
EBND,SPDR Bloomberg Emerging Markets Local Bond,State Street,Fixed Income,02/23/2011,30.0,"1,884,268,706.4",Broad Credit,Broad Maturities,"Fixed Income: Emerging Markets - Government, Treasury",Vanilla,Vanilla,Vanilla,Market Value,Market Value
ECH,iShares MSCI Chile,Blackrock,Equity,11/12/2007,58.0,"621,007,350.0",Total Market,Broad-based,Equity: Chile  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
ECLN,First Trust EIP Carbon Impact,First Trust,Equity,08/19/2019,96.0,"33,745,648.2",Theme,Low Carbon,Equity: Developed Markets Low Carbon,Active,Active,Active,Proprietary,Proprietary
ECML,Euclidean Fundamental Value,Alpha Architect,Equity,05/18/2023,95.0,"154,684,277.4",Total Market,Value,Equity: U.S.  -  Total Market Value,Active,Active,Active,Proprietary,Proprietary
ECNS,iShares MSCI China Small-Cap,Blackrock,Equity,09/28/2010,58.0,"61,476,140.0",Small Cap,Broad-based,Equity: China  -  Small Cap,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
ECON,Columbia Emerging Markets Consumer,Ameriprise Financial,Equity,09/14/2010,49.0,"67,356,250.0",Theme,Consumer,Equity: Emerging Markets Consumer,Fundamental,Bottom-up,Strategic,Fundamental,Market Cap
ECOW,Pacer Emerging Markets Cash Cows 100,Pacer Advisors,Equity,05/02/2019,70.0,"65,741,740.0",Total Market,Broad-based,Equity: Emerging Markets  -  Total Market,Multi-factor,Hybrid,Strategic,Multi-Factor,Fundamental
EDC,Direxion Daily MSCI Emerging Markets Bull 3x Shares,Rafferty Asset Management,Equity,12/17/2008,120.0,"82,485,742.8",Total Market,Broad-based,Leveraged Equity: Emerging Markets  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EDEN,iShares MSCI Denmark,Blackrock,Equity,01/25/2012,53.0,"245,389,350.0",Total Market,Broad-based,Equity: Denmark  - Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EDIV,SPDR S&P Emerging Markets Dividend,State Street,Equity,02/23/2011,49.0,"242,479,120.0",High Dividend Yield,Broad-based,Equity: Emerging Markets - High Dividend Yield,Fundamental,Bottom-up,Strategic,Fundamental,Dividends
EDOC,Global X Telemedicine & Digital Health Registered,"Mirae Asset Global Investments Co., Ltd.",Equity,07/29/2020,68.0,"100,810,269.7",Health Care,Health Care Equipment & Services,Equity: Global Health Care Equipment & Services,Fundamental,Bottom-up,Strategic,Proprietary,Market Cap
EDOG,ALPS Emerging Sector Dividend Dogs,SS&C,Equity,03/28/2014,60.0,"31,146,000.0",Large Cap,Broad-based,Equity: Emerging Markets  -  Large Cap,Dividends,Bottom-up,Strategic,Dividends,Equal
EDOW,First Trust Dow 30 Equal Weight,First Trust,Equity,08/08/2017,50.0,"244,909,310.6",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Equal,Arbitrary Weighting,Idiosyncratic,Committee,Equal
EDUT,Global X Education,"Mirae Asset Global Investments Co., Ltd.",Equity,07/10/2020,50.0,"2,878,942.0",Theme,Consumer,Equity: Global Consumer,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EDV,Vanguard Extended Duration Treasury,Vanguard,Fixed Income,12/06/2007,6.0,"2,355,600,000.0",Investment Grade,Long-Term,"Fixed Income: U.S. - Government, Treasury Investment Grade Long-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
EDZ,Direxion Daily MSCI Emerging Markets Bear 3X Shares,Rafferty Asset Management,Equity,12/17/2008,107.0,"22,427,833.4",Total Market,Broad-based,Inverse Equity: Emerging Markets  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EELV,Invesco S&P Emerging Markets Low Volatility,Invesco,Equity,01/13/2012,29.0,"779,814,750.0",Total Market,Broad-based,Equity: Emerging Markets  -  Total Market,Low Volatility,Technical,Strategic,Volatility,Volatility
EEM,iShares MSCI Emerging Markets,Blackrock,Equity,04/07/2003,68.0,"21,355,975,485.0",Total Market,Broad-based,Equity: Emerging Markets  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EEMA,iShares MSCI Emerging Markets Asia,Blackrock,Equity,02/08/2012,49.0,"528,695,100.0",Total Market,Broad-based,Equity: Emerging Asia-Pacific  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EEMD,AAM S&P Emerging Markets High Dividend Value,Advisors Asset Management,Equity,11/28/2017,49.0,"7,226,600.0",Total Market,Value,Equity: Emerging Markets  -  Total Market Value,Value,Bottom-up,Strategic,Fundamental,Equal
EEMO,Invesco S&P Emerging Markets Momentum,Invesco,Equity,02/24/2012,29.0,"5,065,200.0",Total Market,Broad-based,Equity: Emerging Markets  -  Total Market,Momentum,Technical,Strategic,Momentum,Momentum
EEMS,iShares MSCI Emerging Markets Small Cap,Blackrock,Equity,08/16/2011,70.0,"318,512,580.0",Small Cap,Broad-based,Equity: Emerging Markets  -  Small Cap,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EEMV,iShares MSCI Emerging Markets Min Vol Factor,Blackrock,Equity,10/18/2011,25.0,"4,495,920,000.0",Total Market,Broad-based,Equity: Emerging Markets  -  Total Market,Low Volatility,Technical,Strategic,Multi-Factor,Multi-Factor
EEMX,SPDR MSCI Emerging Markets Fossil Fuel Free,State Street,Equity,10/24/2016,30.0,"77,648,227.8",Total Market,Broad-based,Equity: Emerging Markets  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EES,WisdomTree U.S. SmallCap Fund,WisdomTree,Equity,02/23/2007,38.0,"620,581,600.0",Small Cap,Broad-based,Equity: U.S.  -  Small Cap,Fundamental,Bottom-up,Strategic,Earnings,Earnings
EET,ProShares Ultra MSCI Emerging Markets,ProShares,Equity,06/02/2009,95.0,"15,830,100.0",Total Market,Broad-based,Leveraged Equity: Emerging Markets  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EEV,ProShares UltraShort MSCI Emerging Markets,ProShares,Equity,10/30/2007,95.0,"6,919,115.8",Total Market,Broad-based,Inverse Equity: Emerging Markets  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EFA,iShares MSCI EAFE,Blackrock,Equity,08/14/2001,32.0,"48,446,218,800.0",Total Market,Broad-based,Equity: Developed Markets Ex-North America  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EFAD,ProShares MSCI EAFE Dividend Growers,ProShares,Equity,08/19/2014,51.0,"93,246,589.0",Total Market,Broad-based,Equity: Developed Markets Ex-North America  -  Total Market,Dividends,Bottom-up,Strategic,Dividends,Equal
EFAS,Global X MSCI SuperDividend EAFE,"Mirae Asset Global Investments Co., Ltd.",Equity,11/14/2016,57.0,"10,662,456.1",High Dividend Yield,Broad-based,Equity: Developed Markets Ex-North America - High Dividend Yield,Dividends,Bottom-up,Strategic,Dividends,Equal
EFAV,iShares MSCI EAFE Min Vol Factor,Blackrock,Equity,10/18/2011,20.0,"7,535,509,080.0",Total Market,Broad-based,Equity: Developed Markets Ex-North America  -  Total Market,Low Volatility,Technical,Strategic,Multi-Factor,Multi-Factor
EFAX,SPDR MSCI EAFE Fossil Fuel Free,State Street,Equity,10/24/2016,20.0,"232,841,750.4",Total Market,Broad-based,Equity: Developed Markets Ex-North America  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EFG,iShares MSCI EAFE Growth,Blackrock,Equity,08/01/2005,35.0,"12,243,983,760.0",Total Market,Growth,Equity: Developed Markets Ex-North America - Total Market Growth,Growth,Hybrid,Strategic,Multi-Factor,Market Cap
EFIV,SPDR S&P 500 ESG,State Street,Equity,07/27/2020,10.0,"975,591,500.3",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,ESG,Social Criteria,Idiosyncratic,Principles-based,Market Cap
EFIX,First Trust TCW Emerging Markets Debt,First Trust,Fixed Income,02/18/2021,95.0,"31,365,030.6",Broad Credit,Broad Maturities,"Fixed Income: Emerging Markets - Broad Market, Broad-based",Active,Active,Active,Proprietary,Proprietary
EFNL,iShares MSCI Finland,Blackrock,Equity,01/25/2012,53.0,"20,690,820.0",Total Market,Broad-based,Equity: Finland  - Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EFO,ProShares Ultra MSCI EAFE,ProShares,Equity,06/04/2009,95.0,"9,272,959.0",Total Market,Broad-based,Leveraged Equity: Developed Markets Ex-North America - Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EFRA,iShares Environmental Infrastructure and Industrials,Blackrock,Equity,11/03/2022,47.0,"4,443,504.0",Theme,Environment,Equity: Developed Markets Environment,ESG,Social Criteria,Idiosyncratic,Principles-based,Market Cap
EFU,ProShares UltraShort MSCI EAFE,ProShares,Equity,10/23/2007,95.0,"2,324,372.6",Total Market,Broad-based,Inverse Equity: Developed Markets Ex-North America - Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EFV,iShares MSCI EAFE Value,Blackrock,Equity,08/01/2005,35.0,"17,108,684,400.0",Total Market,Value,Equity: Developed Markets Ex-North America  -  Total Market Value,Value,Bottom-up,Strategic,Multi-Factor,Market Cap
EFZ,ProShares Short MSCI EAFE,ProShares,Equity,10/23/2007,95.0,"35,440,405.0",Total Market,Broad-based,Inverse Equity: Developed Markets Ex-North America - Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EGPT,VanEck Egypt Index,VanEck,Equity,02/16/2010,124.0,"15,940,121.9",Total Market,Broad-based,Equity: Egypt  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EGUS,iShares ESG Aware MSCI USA Growth,Blackrock,Equity,01/31/2023,15.0,"5,014,677.0",Total Market,Growth,Equity: U.S. - Total Market Growth,Growth,Hybrid,Strategic,Principles-based,Multi-Factor
EIDO,iShares MSCI Indonesia,Blackrock,Equity,05/05/2010,58.0,"498,499,920.0",Total Market,Broad-based,Equity: Indonesia  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EINC,VanEck Energy Income,VanEck,Equity,03/13/2012,48.0,"37,052,182.8",Energy,Broad-based,Equity: North America Energy,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EIPX,FT Energy Income Partners Strategy,First Trust,Equity,11/02/2022,95.0,"148,365,042.4",Energy,Broad-based,Equity: Global Energy,Active,Active,Active,Proprietary,Proprietary
EIRL,iShares MSCI Ireland,Blackrock,Equity,05/05/2010,50.0,"98,609,520.0",Total Market,Broad-based,Equity: Ireland  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EIS,iShares MSCI Israel,Blackrock,Equity,03/26/2008,58.0,"143,107,120.0",Total Market,Broad-based,Equity: Israel  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
EJAN,Innovator Emerging Markets Power Buffer January,Innovator,Equity,01/01/2020,89.0,"84,126,300.0",Total Market,Broad-based,Equity: Emerging Markets  -  Total Market,Buy-write,Technical,Strategic,Fixed,Fixed
EJUL,Innovator Emerging Markets Power Buffer - July,Innovator,Equity,07/01/2019,89.0,"112,248,220.0",Total Market,Broad-based,Equity: Emerging Markets  -  Total Market,Buy-write,Technical,Strategic,Fixed,Fixed
EKG,First Trust Nasdaq Lux Digital Health Solutions,First Trust,Equity,03/22/2022,65.0,"808,082.3",Health Care,Health Care Equipment & Services,Equity: Global Health Care Equipment & Services,Fundamental,Bottom-up,Strategic,Fundamental,Market Cap
ELD,WisdomTree Emerging Markets Local Debt Fund,WisdomTree,Fixed Income,08/09/2010,55.0,"102,700,125.0",Broad Credit,Broad Maturities,"Fixed Income: Emerging Markets - Broad Market, Broad-based",Active,Active,Active,Proprietary,Proprietary
